ClubNumber;ClubName;MembershipName;Club Total;Total;Male;Female
MUR-215;30740 CLUB DEPORTIVO;Arbitro de pista;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Entrenador de Club;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Entrenador Nacional;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Entrenador Provincial;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Entrenador Territorial;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Escolares;51;16;5;11
MUR-215;30740 CLUB DEPORTIVO;Homologada;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Individual;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Juez-Arbitro;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Match Control;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Monitor con HN;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Nacional;51;23;17;6
MUR-215;30740 CLUB DEPORTIVO;Promocional;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Provincial;51;0;0;0
MUR-215;30740 CLUB DEPORTIVO;Territorial;51;12;6;6
MAD-7784;3KAN  BADMINTON;Arbitro de pista;0;0;0;0
MAD-7784;3KAN  BADMINTON;Entrenador de Club;0;0;0;0
MAD-7784;3KAN  BADMINTON;Entrenador Nacional;0;0;0;0
MAD-7784;3KAN  BADMINTON;Entrenador Provincial;0;0;0;0
MAD-7784;3KAN  BADMINTON;Entrenador Territorial;0;0;0;0
MAD-7784;3KAN  BADMINTON;Escolares;0;0;0;0
MAD-7784;3KAN  BADMINTON;Homologada;0;0;0;0
MAD-7784;3KAN  BADMINTON;Individual;0;0;0;0
MAD-7784;3KAN  BADMINTON;Juez-Arbitro;0;0;0;0
MAD-7784;3KAN  BADMINTON;Match Control;0;0;0;0
MAD-7784;3KAN  BADMINTON;Monitor con HN;0;0;0;0
MAD-7784;3KAN  BADMINTON;Nacional;0;0;0;0
MAD-7784;3KAN  BADMINTON;Promocional;0;0;0;0
MAD-7784;3KAN  BADMINTON;Provincial;0;0;0;0
MAD-7784;3KAN  BADMINTON;Territorial;0;0;0;0
CyL-91;89;Arbitro de pista;13;0;0;0
CyL-91;89;Entrenador de Club;13;0;0;0
CyL-91;89;Entrenador Nacional;13;0;0;0
CyL-91;89;Entrenador Provincial;13;0;0;0
CyL-91;89;Entrenador Territorial;13;0;0;0
CyL-91;89;Escolares;13;0;0;0
CyL-91;89;Homologada;13;0;0;0
CyL-91;89;Individual;13;0;0;0
CyL-91;89;Juez-Arbitro;13;0;0;0
CyL-91;89;Match Control;13;0;0;0
CyL-91;89;Monitor con HN;13;0;0;0
CyL-91;89;Nacional;13;5;3;2
CyL-91;89;Promocional;13;0;0;0
CyL-91;89;Provincial;13;0;0;0
CyL-91;89;Territorial;13;8;2;6
EXT-1985;A. VALDEFUENTES;Arbitro de pista;0;0;0;0
EXT-1985;A. VALDEFUENTES;Entrenador de Club;0;0;0;0
EXT-1985;A. VALDEFUENTES;Entrenador Nacional;0;0;0;0
EXT-1985;A. VALDEFUENTES;Entrenador Provincial;0;0;0;0
EXT-1985;A. VALDEFUENTES;Entrenador Territorial;0;0;0;0
EXT-1985;A. VALDEFUENTES;Escolares;0;0;0;0
EXT-1985;A. VALDEFUENTES;Homologada;0;0;0;0
EXT-1985;A. VALDEFUENTES;Individual;0;0;0;0
EXT-1985;A. VALDEFUENTES;Juez-Arbitro;0;0;0;0
EXT-1985;A. VALDEFUENTES;Match Control;0;0;0;0
EXT-1985;A. VALDEFUENTES;Monitor con HN;0;0;0;0
EXT-1985;A. VALDEFUENTES;Nacional;0;0;0;0
EXT-1985;A. VALDEFUENTES;Promocional;0;0;0;0
EXT-1985;A. VALDEFUENTES;Provincial;0;0;0;0
EXT-1985;A. VALDEFUENTES;Territorial;0;0;0;0
EXT-1970;A. VALDEMORALES;Arbitro de pista;0;0;0;0
EXT-1970;A. VALDEMORALES;Entrenador de Club;0;0;0;0
EXT-1970;A. VALDEMORALES;Entrenador Nacional;0;0;0;0
EXT-1970;A. VALDEMORALES;Entrenador Provincial;0;0;0;0
EXT-1970;A. VALDEMORALES;Entrenador Territorial;0;0;0;0
EXT-1970;A. VALDEMORALES;Escolares;0;0;0;0
EXT-1970;A. VALDEMORALES;Homologada;0;0;0;0
EXT-1970;A. VALDEMORALES;Individual;0;0;0;0
EXT-1970;A. VALDEMORALES;Juez-Arbitro;0;0;0;0
EXT-1970;A. VALDEMORALES;Match Control;0;0;0;0
EXT-1970;A. VALDEMORALES;Monitor con HN;0;0;0;0
EXT-1970;A. VALDEMORALES;Nacional;0;0;0;0
EXT-1970;A. VALDEMORALES;Promocional;0;0;0;0
EXT-1970;A. VALDEMORALES;Provincial;0;0;0;0
EXT-1970;A. VALDEMORALES;Territorial;0;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Arbitro de pista;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Entrenador de Club;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Entrenador Nacional;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Entrenador Provincial;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Entrenador Territorial;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Escolares;25;25;12;13
EXT-1984;A. ZARZA LA MAYOR;Homologada;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Individual;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Juez-Arbitro;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Match Control;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Monitor con HN;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Nacional;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Promocional;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Provincial;25;0;0;0
EXT-1984;A. ZARZA LA MAYOR;Territorial;25;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Arbitro de pista;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Entrenador de Club;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Entrenador Nacional;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Entrenador Provincial;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Entrenador Territorial;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Escolares;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Homologada;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Individual;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Juez-Arbitro;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Match Control;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Monitor con HN;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Nacional;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Promocional;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Provincial;0;0;0;0
MAD-379;A.D. NUEVO BAZTAN;Territorial;0;0;0;0
5102;A.D.C. ARAPA;Arbitro de pista;54;0;0;0
5102;A.D.C. ARAPA;Entrenador de Club;54;0;0;0
5102;A.D.C. ARAPA;Entrenador Nacional;54;0;0;0
5102;A.D.C. ARAPA;Entrenador Provincial;54;0;0;0
5102;A.D.C. ARAPA;Entrenador Territorial;54;0;0;0
5102;A.D.C. ARAPA;Escolares;54;8;2;6
5102;A.D.C. ARAPA;Homologada;54;0;0;0
5102;A.D.C. ARAPA;Individual;54;0;0;0
5102;A.D.C. ARAPA;Juez-Arbitro;54;0;0;0
5102;A.D.C. ARAPA;Match Control;54;0;0;0
5102;A.D.C. ARAPA;Monitor con HN;54;0;0;0
5102;A.D.C. ARAPA;Nacional;54;3;2;1
5102;A.D.C. ARAPA;Promocional;54;35;19;16
5102;A.D.C. ARAPA;Provincial;54;0;0;0
5102;A.D.C. ARAPA;Territorial;54;8;4;4
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Arbitro de pista;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Entrenador de Club;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Entrenador Nacional;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Entrenador Provincial;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Entrenador Territorial;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Escolares;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Homologada;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Individual;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Juez-Arbitro;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Match Control;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Monitor con HN;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Nacional;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Promocional;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Provincial;0;0;0;0
MAD-31544;A.D.COLEGIO ALKOR-VILLALKOR;Territorial;0;0;0;0
EXT-6327;ABSE;Arbitro de pista;0;0;0;0
EXT-6327;ABSE;Entrenador de Club;0;0;0;0
EXT-6327;ABSE;Entrenador Nacional;0;0;0;0
EXT-6327;ABSE;Entrenador Provincial;0;0;0;0
EXT-6327;ABSE;Entrenador Territorial;0;0;0;0
EXT-6327;ABSE;Escolares;0;0;0;0
EXT-6327;ABSE;Homologada;0;0;0;0
EXT-6327;ABSE;Individual;0;0;0;0
EXT-6327;ABSE;Juez-Arbitro;0;0;0;0
EXT-6327;ABSE;Match Control;0;0;0;0
EXT-6327;ABSE;Monitor con HN;0;0;0;0
EXT-6327;ABSE;Nacional;0;0;0;0
EXT-6327;ABSE;Promocional;0;0;0;0
EXT-6327;ABSE;Provincial;0;0;0;0
EXT-6327;ABSE;Territorial;0;0;0;0
EXT-3595;AD BADMINTON CORIA;Arbitro de pista;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Entrenador de Club;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Entrenador Nacional;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Entrenador Provincial;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Entrenador Territorial;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Escolares;3;3;3;0
EXT-3595;AD BADMINTON CORIA;Homologada;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Individual;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Juez-Arbitro;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Match Control;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Monitor con HN;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Nacional;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Promocional;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Provincial;3;0;0;0
EXT-3595;AD BADMINTON CORIA;Territorial;3;0;0;0
EXT-3112;AD LOS SANTITOS;Arbitro de pista;0;0;0;0
EXT-3112;AD LOS SANTITOS;Entrenador de Club;0;0;0;0
EXT-3112;AD LOS SANTITOS;Entrenador Nacional;0;0;0;0
EXT-3112;AD LOS SANTITOS;Entrenador Provincial;0;0;0;0
EXT-3112;AD LOS SANTITOS;Entrenador Territorial;0;0;0;0
EXT-3112;AD LOS SANTITOS;Escolares;0;0;0;0
EXT-3112;AD LOS SANTITOS;Homologada;0;0;0;0
EXT-3112;AD LOS SANTITOS;Individual;0;0;0;0
EXT-3112;AD LOS SANTITOS;Juez-Arbitro;0;0;0;0
EXT-3112;AD LOS SANTITOS;Match Control;0;0;0;0
EXT-3112;AD LOS SANTITOS;Monitor con HN;0;0;0;0
EXT-3112;AD LOS SANTITOS;Nacional;0;0;0;0
EXT-3112;AD LOS SANTITOS;Promocional;0;0;0;0
EXT-3112;AD LOS SANTITOS;Provincial;0;0;0;0
EXT-3112;AD LOS SANTITOS;Territorial;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Arbitro de pista;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Entrenador de Club;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Entrenador Nacional;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Entrenador Provincial;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Entrenador Territorial;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Escolares;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Homologada;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Individual;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Juez-Arbitro;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Match Control;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Monitor con HN;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Nacional;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Promocional;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Provincial;0;0;0;0
EXT-1270;AD NTRA SRA CARMONITA;Territorial;0;0;0;0
EXT-1086;AD OBANDINA;Arbitro de pista;0;0;0;0
EXT-1086;AD OBANDINA;Entrenador de Club;0;0;0;0
EXT-1086;AD OBANDINA;Entrenador Nacional;0;0;0;0
EXT-1086;AD OBANDINA;Entrenador Provincial;0;0;0;0
EXT-1086;AD OBANDINA;Entrenador Territorial;0;0;0;0
EXT-1086;AD OBANDINA;Escolares;0;0;0;0
EXT-1086;AD OBANDINA;Homologada;0;0;0;0
EXT-1086;AD OBANDINA;Individual;0;0;0;0
EXT-1086;AD OBANDINA;Juez-Arbitro;0;0;0;0
EXT-1086;AD OBANDINA;Match Control;0;0;0;0
EXT-1086;AD OBANDINA;Monitor con HN;0;0;0;0
EXT-1086;AD OBANDINA;Nacional;0;0;0;0
EXT-1086;AD OBANDINA;Promocional;0;0;0;0
EXT-1086;AD OBANDINA;Provincial;0;0;0;0
EXT-1086;AD OBANDINA;Territorial;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Arbitro de pista;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Entrenador de Club;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Entrenador Nacional;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Entrenador Provincial;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Entrenador Territorial;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Escolares;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Homologada;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Individual;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Juez-Arbitro;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Match Control;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Monitor con HN;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Nacional;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Promocional;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Provincial;0;0;0;0
EXT-3464;AD SANTA QUITERIA;Territorial;0;0;0;0
EXT-1658;AD TENIS DE MESA;Arbitro de pista;0;0;0;0
EXT-1658;AD TENIS DE MESA;Entrenador de Club;0;0;0;0
EXT-1658;AD TENIS DE MESA;Entrenador Nacional;0;0;0;0
EXT-1658;AD TENIS DE MESA;Entrenador Provincial;0;0;0;0
EXT-1658;AD TENIS DE MESA;Entrenador Territorial;0;0;0;0
EXT-1658;AD TENIS DE MESA;Escolares;0;0;0;0
EXT-1658;AD TENIS DE MESA;Homologada;0;0;0;0
EXT-1658;AD TENIS DE MESA;Individual;0;0;0;0
EXT-1658;AD TENIS DE MESA;Juez-Arbitro;0;0;0;0
EXT-1658;AD TENIS DE MESA;Match Control;0;0;0;0
EXT-1658;AD TENIS DE MESA;Monitor con HN;0;0;0;0
EXT-1658;AD TENIS DE MESA;Nacional;0;0;0;0
EXT-1658;AD TENIS DE MESA;Promocional;0;0;0;0
EXT-1658;AD TENIS DE MESA;Provincial;0;0;0;0
EXT-1658;AD TENIS DE MESA;Territorial;0;0;0;0
146;ADC SANTA RITA;Arbitro de pista;0;0;0;0
146;ADC SANTA RITA;Entrenador de Club;0;0;0;0
146;ADC SANTA RITA;Entrenador Nacional;0;0;0;0
146;ADC SANTA RITA;Entrenador Provincial;0;0;0;0
146;ADC SANTA RITA;Entrenador Territorial;0;0;0;0
146;ADC SANTA RITA;Escolares;0;0;0;0
146;ADC SANTA RITA;Homologada;0;0;0;0
146;ADC SANTA RITA;Individual;0;0;0;0
146;ADC SANTA RITA;Juez-Arbitro;0;0;0;0
146;ADC SANTA RITA;Match Control;0;0;0;0
146;ADC SANTA RITA;Monitor con HN;0;0;0;0
146;ADC SANTA RITA;Nacional;0;0;0;0
146;ADC SANTA RITA;Promocional;0;0;0;0
146;ADC SANTA RITA;Provincial;0;0;0;0
146;ADC SANTA RITA;Territorial;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Arbitro de pista;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Entrenador de Club;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Entrenador Nacional;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Entrenador Provincial;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Entrenador Territorial;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Escolares;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Homologada;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Individual;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Juez-Arbitro;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Match Control;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Monitor con HN;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Nacional;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Promocional;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Provincial;0;0;0;0
EXT 7865;ADE CALDERON DE LA BARCA;Territorial;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Arbitro de pista;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Entrenador de Club;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Entrenador Nacional;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Entrenador Provincial;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Entrenador Territorial;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Escolares;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Homologada;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Individual;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Juez-Arbitro;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Match Control;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Monitor con HN;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Nacional;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Promocional;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Provincial;0;0;0;0
ARA 2806;AGRUPACIÓN DEPORTIVA JALÓN;Territorial;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Arbitro de pista;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Entrenador de Club;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Entrenador Nacional;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Entrenador Provincial;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Entrenador Territorial;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Escolares;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Homologada;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Individual;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Juez-Arbitro;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Match Control;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Monitor con HN;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Nacional;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Promocional;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Provincial;0;0;0;0
MAD-379;AGRUPACION DEPORTIVA NUEVO BAZTAN;Territorial;0;0;0;0
CLM-254;Aguas Nuevas;Arbitro de pista;15;0;0;0
CLM-254;Aguas Nuevas;Entrenador de Club;15;0;0;0
CLM-254;Aguas Nuevas;Entrenador Nacional;15;0;0;0
CLM-254;Aguas Nuevas;Entrenador Provincial;15;0;0;0
CLM-254;Aguas Nuevas;Entrenador Territorial;15;0;0;0
CLM-254;Aguas Nuevas;Escolares;15;0;0;0
CLM-254;Aguas Nuevas;Homologada;15;0;0;0
CLM-254;Aguas Nuevas;Individual;15;0;0;0
CLM-254;Aguas Nuevas;Juez-Arbitro;15;0;0;0
CLM-254;Aguas Nuevas;Match Control;15;0;0;0
CLM-254;Aguas Nuevas;Monitor con HN;15;0;0;0
CLM-254;Aguas Nuevas;Nacional;15;0;0;0
CLM-254;Aguas Nuevas;Promocional;15;0;0;0
CLM-254;Aguas Nuevas;Provincial;15;0;0;0
CLM-254;Aguas Nuevas;Territorial;15;15;6;9
CYL+5;AGUSTINAS;Arbitro de pista;0;0;0;0
CYL+5;AGUSTINAS;Entrenador de Club;0;0;0;0
CYL+5;AGUSTINAS;Entrenador Nacional;0;0;0;0
CYL+5;AGUSTINAS;Entrenador Provincial;0;0;0;0
CYL+5;AGUSTINAS;Entrenador Territorial;0;0;0;0
CYL+5;AGUSTINAS;Escolares;0;0;0;0
CYL+5;AGUSTINAS;Homologada;0;0;0;0
CYL+5;AGUSTINAS;Individual;0;0;0;0
CYL+5;AGUSTINAS;Juez-Arbitro;0;0;0;0
CYL+5;AGUSTINAS;Match Control;0;0;0;0
CYL+5;AGUSTINAS;Monitor con HN;0;0;0;0
CYL+5;AGUSTINAS;Nacional;0;0;0;0
CYL+5;AGUSTINAS;Promocional;0;0;0;0
CYL+5;AGUSTINAS;Provincial;0;0;0;0
CYL+5;AGUSTINAS;Territorial;0;0;0;0
BAL-64;ALAIOR;Arbitro de pista;78;0;0;0
BAL-64;ALAIOR;Entrenador de Club;78;0;0;0
BAL-64;ALAIOR;Entrenador Nacional;78;0;0;0
BAL-64;ALAIOR;Entrenador Provincial;78;0;0;0
BAL-64;ALAIOR;Entrenador Territorial;78;0;0;0
BAL-64;ALAIOR;Escolares;78;19;17;2
BAL-64;ALAIOR;Homologada;78;0;0;0
BAL-64;ALAIOR;Individual;78;0;0;0
BAL-64;ALAIOR;Juez-Arbitro;78;0;0;0
BAL-64;ALAIOR;Match Control;78;0;0;0
BAL-64;ALAIOR;Monitor con HN;78;0;0;0
BAL-64;ALAIOR;Nacional;78;5;4;1
BAL-64;ALAIOR;Promocional;78;53;31;22
BAL-64;ALAIOR;Provincial;78;0;0;0
BAL-64;ALAIOR;Territorial;78;1;1;0
CLM-83;ALBACETE;Arbitro de pista;38;0;0;0
CLM-83;ALBACETE;Entrenador de Club;38;0;0;0
CLM-83;ALBACETE;Entrenador Nacional;38;0;0;0
CLM-83;ALBACETE;Entrenador Provincial;38;0;0;0
CLM-83;ALBACETE;Entrenador Territorial;38;0;0;0
CLM-83;ALBACETE;Escolares;38;0;0;0
CLM-83;ALBACETE;Homologada;38;0;0;0
CLM-83;ALBACETE;Individual;38;0;0;0
CLM-83;ALBACETE;Juez-Arbitro;38;0;0;0
CLM-83;ALBACETE;Match Control;38;0;0;0
CLM-83;ALBACETE;Monitor con HN;38;0;0;0
CLM-83;ALBACETE;Nacional;38;27;14;13
CLM-83;ALBACETE;Promocional;38;0;0;0
CLM-83;ALBACETE;Provincial;38;0;0;0
CLM-83;ALBACETE;Territorial;38;11;4;7
CLM-199;ALBATROS;Arbitro de pista;35;0;0;0
CLM-199;ALBATROS;Entrenador de Club;35;0;0;0
CLM-199;ALBATROS;Entrenador Nacional;35;0;0;0
CLM-199;ALBATROS;Entrenador Provincial;35;0;0;0
CLM-199;ALBATROS;Entrenador Territorial;35;0;0;0
CLM-199;ALBATROS;Escolares;35;0;0;0
CLM-199;ALBATROS;Homologada;35;0;0;0
CLM-199;ALBATROS;Individual;35;0;0;0
CLM-199;ALBATROS;Juez-Arbitro;35;0;0;0
CLM-199;ALBATROS;Match Control;35;0;0;0
CLM-199;ALBATROS;Monitor con HN;35;0;0;0
CLM-199;ALBATROS;Nacional;35;13;8;5
CLM-199;ALBATROS;Promocional;35;0;0;0
CLM-199;ALBATROS;Provincial;35;0;0;0
CLM-199;ALBATROS;Territorial;35;22;13;9
AND-47;ALBOLAFIA;Arbitro de pista;0;0;0;0
AND-47;ALBOLAFIA;Entrenador de Club;0;0;0;0
AND-47;ALBOLAFIA;Entrenador Nacional;0;0;0;0
AND-47;ALBOLAFIA;Entrenador Provincial;0;0;0;0
AND-47;ALBOLAFIA;Entrenador Territorial;0;0;0;0
AND-47;ALBOLAFIA;Escolares;0;0;0;0
AND-47;ALBOLAFIA;Homologada;0;0;0;0
AND-47;ALBOLAFIA;Individual;0;0;0;0
AND-47;ALBOLAFIA;Juez-Arbitro;0;0;0;0
AND-47;ALBOLAFIA;Match Control;0;0;0;0
AND-47;ALBOLAFIA;Monitor con HN;0;0;0;0
AND-47;ALBOLAFIA;Nacional;0;0;0;0
AND-47;ALBOLAFIA;Promocional;0;0;0;0
AND-47;ALBOLAFIA;Provincial;0;0;0;0
AND-47;ALBOLAFIA;Territorial;0;0;0;0
CVA-1002;ALBORAIA;Arbitro de pista;29;0;0;0
CVA-1002;ALBORAIA;Entrenador de Club;29;0;0;0
CVA-1002;ALBORAIA;Entrenador Nacional;29;0;0;0
CVA-1002;ALBORAIA;Entrenador Provincial;29;0;0;0
CVA-1002;ALBORAIA;Entrenador Territorial;29;0;0;0
CVA-1002;ALBORAIA;Escolares;29;0;0;0
CVA-1002;ALBORAIA;Homologada;29;0;0;0
CVA-1002;ALBORAIA;Individual;29;0;0;0
CVA-1002;ALBORAIA;Juez-Arbitro;29;0;0;0
CVA-1002;ALBORAIA;Match Control;29;0;0;0
CVA-1002;ALBORAIA;Monitor con HN;29;0;0;0
CVA-1002;ALBORAIA;Nacional;29;1;0;1
CVA-1002;ALBORAIA;Promocional;29;0;0;0
CVA-1002;ALBORAIA;Provincial;29;0;0;0
CVA-1002;ALBORAIA;Territorial;29;28;14;14
AND-10685;ALBORÁN;Arbitro de pista;66;0;0;0
AND-10685;ALBORÁN;Entrenador de Club;66;0;0;0
AND-10685;ALBORÁN;Entrenador Nacional;66;0;0;0
AND-10685;ALBORÁN;Entrenador Provincial;66;0;0;0
AND-10685;ALBORÁN;Entrenador Territorial;66;0;0;0
AND-10685;ALBORÁN;Escolares;66;0;0;0
AND-10685;ALBORÁN;Homologada;66;0;0;0
AND-10685;ALBORÁN;Individual;66;0;0;0
AND-10685;ALBORÁN;Juez-Arbitro;66;0;0;0
AND-10685;ALBORÁN;Match Control;66;0;0;0
